Pays;Arrivées;Nuitées;Année.mois;Région
Israël;11;18;01.08.2023;Aigle-Leysin-Les Mosses
Italie;61;88;01.08.2023;Aigle-Leysin-Les Mosses
Japon;4;4;01.08.2023;Aigle-Leysin-Les Mosses
Lituanie;;;01.08.2023;Aigle-Leysin-Les Mosses
Luxembourg;7;7;01.08.2023;Aigle-Leysin-Les Mosses
Mexique;5;13;01.08.2023;Aigle-Leysin-Les Mosses
Pays-Bas;32;38;01.08.2023;Aigle-Leysin-Les Mosses
Pologne;14;25;01.08.2023;Aigle-Leysin-Les Mosses
Portugal;;;01.08.2023;Aigle-Leysin-Les Mosses
République tchèque;59;223;01.08.2023;Aigle-Leysin-Les Mosses
Roumanie;;;01.08.2023;Aigle-Leysin-Les Mosses
Royaume-Uni;75;99;01.08.2023;Aigle-Leysin-Les Mosses
Russie;21;37;01.08.2023;Aigle-Leysin-Les Mosses
Singapour;;;01.08.2023;Aigle-Leysin-Les Mosses
Slovaquie;3;3;01.08.2023;Aigle-Leysin-Les Mosses
Slovénie;;;01.08.2023;Aigle-Leysin-Les Mosses
Suède;3;12;01.08.2023;Aigle-Leysin-Les Mosses
Suisse;5795;15752;01.08.2023;Aigle-Leysin-Les Mosses
Thaïlande;7;16;01.08.2023;Aigle-Leysin-Les Mosses
Turquie;14;14;01.08.2023;Aigle-Leysin-Les Mosses
Ukraine;12;12;01.08.2023;Aigle-Leysin-Les Mosses
Allemagne;32;62;01.08.2023;Avenches et env.
Australie;2;2;01.08.2023;Avenches et env.
Autres Europe;1;2;01.08.2023;Avenches et env.
Autriche;6;6;01.08.2023;Avenches et env.
Belgique;16;76;01.08.2023;Avenches et env.
Canada;2;6;01.08.2023;Avenches et env.
Chili;1;1;01.08.2023;Avenches et env.
Espagne;2;3;01.08.2023;Avenches et env.
Etats-Unis d'Amérique;1;1;01.08.2023;Avenches et env.
Finlande;;;01.08.2023;Avenches et env.
France;48;76;01.08.2023;Avenches et env.
Grèce;;;01.08.2023;Avenches et env.
Hongrie;;;01.08.2023;Avenches et env.
Israël;3;11;01.08.2023;Avenches et env.
Italie;2;3;01.08.2023;Avenches et env.
Liechtenstein;;;01.08.2023;Avenches et env.
Luxembourg;;;01.08.2023;Avenches et env.
Norvège;;;01.08.2023;Avenches et env.
Pays-Bas;3;5;01.08.2023;Avenches et env.
Philippines;1;1;01.08.2023;Avenches et env.
Pologne;;;01.08.2023;Avenches et env.
Portugal;;;01.08.2023;Avenches et env.
République tchèque;1;1;01.08.2023;Avenches et env.
Royaume-Uni;2;4;01.08.2023;Avenches et env.
Suède;;;01.08.2023;Avenches et env.
Suisse;1146;1706;01.08.2023;Avenches et env.
Afrique du Sud;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Allemagne;118;210;01.08.2023;Château-d'Oex-Rougemont-Rossini
Arabie Saoudite;36;71;01.08.2023;Château-d'Oex-Rougemont-Rossini
Australie;3;4;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Afrique;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Afrique du Nord;3;3;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Amérique centrale, Caraïbes;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Amérique du Sud;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Est;10;13;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Ouest;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autres Europe;3;5;01.08.2023;Château-d'Oex-Rougemont-Rossini
Autriche;4;5;01.08.2023;Château-d'Oex-Rougemont-Rossini
Belgique;63;138;01.08.2023;Château-d'Oex-Rougemont-Rossini
Brésil;1;13;01.08.2023;Château-d'Oex-Rougemont-Rossini
Bulgarie;0;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Canada;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Chine (sans Hongkong);22;29;01.08.2023;Château-d'Oex-Rougemont-Rossini
Danemark;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Emirats Arabes Unis;3;10;01.08.2023;Château-d'Oex-Rougemont-Rossini
Espagne;17;34;01.08.2023;Château-d'Oex-Rougemont-Rossini
Etats-Unis d'Amérique;56;83;01.08.2023;Château-d'Oex-Rougemont-Rossini
Finlande;1;2;01.08.2023;Château-d'Oex-Rougemont-Rossini
France;343;641;01.08.2023;Château-d'Oex-Rougemont-Rossini
Grèce;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Hongkong;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Hongrie;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Inde;6;11;01.08.2023;Château-d'Oex-Rougemont-Rossini
Irlande (Eire);1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Israël;4;4;01.08.2023;Château-d'Oex-Rougemont-Rossini
Italie;38;83;01.08.2023;Château-d'Oex-Rougemont-Rossini
Japon;2;4;01.08.2023;Château-d'Oex-Rougemont-Rossini
Koweït;7;23;01.08.2023;Château-d'Oex-Rougemont-Rossini
Lettonie;3;5;01.08.2023;Château-d'Oex-Rougemont-Rossini
Liechtenstein;3;3;01.08.2023;Château-d'Oex-Rougemont-Rossini
Lituanie;2;6;01.08.2023;Château-d'Oex-Rougemont-Rossini
Luxembourg;8;15;01.08.2023;Château-d'Oex-Rougemont-Rossini
Malaisie;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Norvège;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Pays-Bas;15;29;01.08.2023;Château-d'Oex-Rougemont-Rossini
Philippines;1;2;01.08.2023;Château-d'Oex-Rougemont-Rossini
Pologne;;;01.08.2023;Château-d'Oex-Rougemont-Rossini
Portugal;7;8;01.08.2023;Château-d'Oex-Rougemont-Rossini
Qatar;5;15;01.08.2023;Château-d'Oex-Rougemont-Rossini
République de Corée;1;2;01.08.2023;Château-d'Oex-Rougemont-Rossini
République tchèque;4;8;01.08.2023;Château-d'Oex-Rougemont-Rossini
Roumanie;2;2;01.08.2023;Château-d'Oex-Rougemont-Rossini
Royaume-Uni;55;178;01.08.2023;Château-d'Oex-Rougemont-Rossini
Russie;8;17;01.08.2023;Château-d'Oex-Rougemont-Rossini
Singapour;1;2;01.08.2023;Château-d'Oex-Rougemont-Rossini
Suède;3;3;01.08.2023;Château-d'Oex-Rougemont-Rossini
Suisse;1799;3047;01.08.2023;Château-d'Oex-Rougemont-Rossini
Thaïlande;3;12;01.08.2023;Château-d'Oex-Rougemont-Rossini
Turquie;8;19;01.08.2023;Château-d'Oex-Rougemont-Rossini
Ukraine;1;1;01.08.2023;Château-d'Oex-Rougemont-Rossini
Allemagne;;;01.08.2023;Echallens et env.
Autriche;;;01.08.2023;Echallens et env.
Belgique;1;3;01.08.2023;Echallens et env.
Espagne;;;01.08.2023;Echallens et env.
France;9;15;01.08.2023;Echallens et env.
Italie;2;4;01.08.2023;Echallens et env.
Pays-Bas;;;01.08.2023;Echallens et env.
Suisse;6;70;01.08.2023;Echallens et env.
Afrique du Sud;38;181;01.08.2023;Lausanne agglo.
Allemagne;3395;6280;01.08.2023;Lausanne agglo.
Arabie Saoudite;597;1941;01.08.2023;Lausanne agglo.
Argentine;46;112;01.08.2023;Lausanne agglo.
Australie;282;539;01.08.2023;Lausanne agglo.
Autres Afrique;120;552;01.08.2023;Lausanne agglo.
Autres Afrique du Nord;139;428;01.08.2023;Lausanne agglo.
Autres Amérique centrale, Caraïbes;66;176;01.08.2023;Lausanne agglo.
Autres Amérique du Sud;86;187;01.08.2023;Lausanne agglo.
Autres Asie de l'Est;130;307;01.08.2023;Lausanne agglo.
Autres Asie de l'Ouest;100;341;01.08.2023;Lausanne agglo.
Autres Europe;82;150;01.08.2023;Lausanne agglo.
Autriche;354;711;01.08.2023;Lausanne agglo.
Bahreïn;22;91;01.08.2023;Lausanne agglo.
Belgique;982;2220;01.08.2023;Lausanne agglo.
Biélorussie;38;51;01.08.2023;Lausanne agglo.
Brésil;226;558;01.08.2023;Lausanne agglo.
Bulgarie;41;91;01.08.2023;Lausanne agglo.
Canada;503;1092;01.08.2023;Lausanne agglo.
Chili;22;63;01.08.2023;Lausanne agglo.
Chine (sans Hongkong);1077;1676;01.08.2023;Lausanne agglo.
Chine (Taiwan);48;87;01.08.2023;Lausanne agglo.
Chypre;43;105;01.08.2023;Lausanne agglo.
Croatie;41;120;01.08.2023;Lausanne agglo.
Danemark;114;321;01.08.2023;Lausanne agglo.
Egypte;24;88;01.08.2023;Lausanne agglo.
Emirats Arabes Unis;413;2097;01.08.2023;Lausanne agglo.
Espagne;1603;2814;01.08.2023;Lausanne agglo.
Estonie;41;58;01.08.2023;Lausanne agglo.
Etats-Unis d'Amérique;3713;7932;01.08.2023;Lausanne agglo.
Finlande;87;199;01.08.2023;Lausanne agglo.
France;9382;17056;01.08.2023;Lausanne agglo.
Grèce;316;741;01.08.2023;Lausanne agglo.
Hongkong;125;240;01.08.2023;Lausanne agglo.
Hongrie;122;288;01.08.2023;Lausanne agglo.
Inde;300;616;01.08.2023;Lausanne agglo.
Indonésie;18;55;01.08.2023;Lausanne agglo.
Iran (Perse);41;108;01.08.2023;Lausanne agglo.
Irlande (Eire);137;323;01.08.2023;Lausanne agglo.
Islande;8;11;01.08.2023;Lausanne agglo.
Israël;144;356;01.08.2023;Lausanne agglo.
Italie;1628;3034;01.08.2023;Lausanne agglo.
Japon;335;821;01.08.2023;Lausanne agglo.
Koweït;272;1107;01.08.2023;Lausanne agglo.
Lettonie;28;41;01.08.2023;Lausanne agglo.
Liechtenstein;11;13;01.08.2023;Lausanne agglo.
Lituanie;51;85;01.08.2023;Lausanne agglo.
Luxembourg;695;950;01.08.2023;Lausanne agglo.
Malaisie;40;80;01.08.2023;Lausanne agglo.
Malte;79;127;01.08.2023;Lausanne agglo.
Mexique;145;298;01.08.2023;Lausanne agglo.
Norvège;82;165;01.08.2023;Lausanne agglo.
Nouvelle-Zélande, Océanie;74;140;01.08.2023;Lausanne agglo.
Oman;28;105;01.08.2023;Lausanne agglo.
Pays-Bas;999;1986;01.08.2023;Lausanne agglo.
Philippines;14;54;01.08.2023;Lausanne agglo.
Pologne;254;567;01.08.2023;Lausanne agglo.
Portugal;311;1051;01.08.2023;Lausanne agglo.
Qatar;124;652;01.08.2023;Lausanne agglo.
République de Corée;465;637;01.08.2023;Lausanne agglo.
République tchèque;153;313;01.08.2023;Lausanne agglo.
Roumanie;174;429;01.08.2023;Lausanne agglo.
Royaume-Uni;2815;5580;01.08.2023;Lausanne agglo.
Russie;118;251;01.08.2023;Lausanne agglo.
Serbie;20;74;01.08.2023;Lausanne agglo.
Singapour;111;237;01.08.2023;Lausanne agglo.
Slovaquie;26;45;01.08.2023;Lausanne agglo.
Slovénie;16;66;01.08.2023;Lausanne agglo.
Suède;122;198;01.08.2023;Lausanne agglo.
Suisse;26340;47443;01.08.2023;Lausanne agglo.
Thaïlande;86;177;01.08.2023;Lausanne agglo.
Turquie;114;281;01.08.2023;Lausanne agglo.
Ukraine;102;237;01.08.2023;Lausanne agglo.
Afrique du Sud;30;92;01.08.2023;Montreux Riviera
Allemagne;1993;4124;01.08.2023;Montreux Riviera
Arabie Saoudite;837;2933;01.08.2023;Montreux Riviera
Argentine;48;162;01.08.2023;Montreux Riviera
Australie;353;669;01.08.2023;Montreux Riviera
Autres Afrique;43;140;01.08.2023;Montreux Riviera
Autres Afrique du Nord;12;40;01.08.2023;Montreux Riviera
Autres Amérique centrale, Caraïbes;29;56;01.08.2023;Montreux Riviera
Autres Amérique du Sud;36;88;01.08.2023;Montreux Riviera
Autres Asie de l'Est;139;272;01.08.2023;Montreux Riviera
Autres Asie de l'Ouest;218;454;01.08.2023;Montreux Riviera
Autres Europe;193;450;01.08.2023;Montreux Riviera
Autriche;166;271;01.08.2023;Montreux Riviera
Bahreïn;42;135;01.08.2023;Montreux Riviera
Belgique;446;1084;01.08.2023;Montreux Riviera
Biélorussie;15;25;01.08.2023;Montreux Riviera
Brésil;148;367;01.08.2023;Montreux Riviera
Bulgarie;24;66;01.08.2023;Montreux Riviera
Canada;376;768;01.08.2023;Montreux Riviera
Chili;14;27;01.08.2023;Montreux Riviera
Chine (sans Hongkong);1647;2334;01.08.2023;Montreux Riviera
Chine (Taiwan);238;286;01.08.2023;Montreux Riviera
Chypre;24;36;01.08.2023;Montreux Riviera
Croatie;13;23;01.08.2023;Montreux Riviera
Danemark;87;223;01.08.2023;Montreux Riviera
Egypte;16;32;01.08.2023;Montreux Riviera
Emirats Arabes Unis;624;2138;01.08.2023;Montreux Riviera
Espagne;573;1011;01.08.2023;Montreux Riviera
Estonie;58;73;01.08.2023;Montreux Riviera
Etats-Unis d'Amérique;3505;8302;01.08.2023;Montreux Riviera
Finlande;81;112;01.08.2023;Montreux Riviera
France;4210;8130;01.08.2023;Montreux Riviera
Grèce;16;32;01.08.2023;Montreux Riviera
Hongkong;79;131;01.08.2023;Montreux Riviera
Hongrie;44;91;01.08.2023;Montreux Riviera
Inde;441;986;01.08.2023;Montreux Riviera
Indonésie;41;56;01.08.2023;Montreux Riviera
Iran (Perse);1;1;01.08.2023;Montreux Riviera
Irlande (Eire);93;180;01.08.2023;Montreux Riviera
Islande;5;22;01.08.2023;Montreux Riviera
Israël;128;247;01.08.2023;Montreux Riviera
Italie;691;1389;01.08.2023;Montreux Riviera
Japon;214;394;01.08.2023;Montreux Riviera
Koweït;537;1904;01.08.2023;Montreux Riviera
Lettonie;4;6;01.08.2023;Montreux Riviera
Liechtenstein;15;16;01.08.2023;Montreux Riviera
Lituanie;17;23;01.08.2023;Montreux Riviera
Luxembourg;119;340;01.08.2023;Montreux Riviera
Malaisie;76;123;01.08.2023;Montreux Riviera
Malte;27;126;01.08.2023;Montreux Riviera
Mexique;215;483;01.08.2023;Montreux Riviera
Norvège;42;75;01.08.2023;Montreux Riviera
Nouvelle-Zélande, Océanie;24;38;01.08.2023;Montreux Riviera
Oman;9;17;01.08.2023;Montreux Riviera
Pays-Bas;608;1268;01.08.2023;Montreux Riviera
Philippines;9;23;01.08.2023;Montreux Riviera
Pologne;149;360;01.08.2023;Montreux Riviera
Portugal;134;279;01.08.2023;Montreux Riviera
Qatar;156;512;01.08.2023;Montreux Riviera
République de Corée;203;277;01.08.2023;Montreux Riviera
République tchèque;93;186;01.08.2023;Montreux Riviera
Roumanie;100;218;01.08.2023;Montreux Riviera
Royaume-Uni;1860;3669;01.08.2023;Montreux Riviera
Russie;138;359;01.08.2023;Montreux Riviera
Serbie;9;30;01.08.2023;Montreux Riviera
Singapour;100;198;01.08.2023;Montreux Riviera
Slovaquie;20;53;01.08.2023;Montreux Riviera
Slovénie;12;25;01.08.2023;Montreux Riviera
Suède;140;281;01.08.2023;Montreux Riviera
Suisse;19834;35781;01.08.2023;Montreux Riviera
Thaïlande;157;245;01.08.2023;Montreux Riviera
Turquie;30;99;01.08.2023;Montreux Riviera
Ukraine;121;369;01.08.2023;Montreux Riviera
Afrique du Sud;;;01.08.2023;Morges et env.
Allemagne;297;538;01.08.2023;Morges et env.
Arabie Saoudite;13;28;01.08.2023;Morges et env.
Argentine;3;4;01.08.2023;Morges et env.
Australie;7;11;01.08.2023;Morges et env.
Autres Afrique;10;59;01.08.2023;Morges et env.
Autres Afrique du Nord;3;46;01.08.2023;Morges et env.
Autres Amérique centrale, Caraïbes;1;5;01.08.2023;Morges et env.
Autres Asie de l'Est;3;6;01.08.2023;Morges et env.
Autres Asie de l'Ouest;;;01.08.2023;Morges et env.
Autres Europe;7;10;01.08.2023;Morges et env.
Autriche;22;34;01.08.2023;Morges et env.
Belgique;42;82;01.08.2023;Morges et env.
Biélorussie;;;01.08.2023;Morges et env.
Brésil;8;14;01.08.2023;Morges et env.
Bulgarie;2;6;01.08.2023;Morges et env.
Canada;19;38;01.08.2023;Morges et env.
Chine (sans Hongkong);13;48;01.08.2023;Morges et env.
Chine (Taiwan);4;16;01.08.2023;Morges et env.
Chypre;3;9;01.08.2023;Morges et env.
Croatie;2;4;01.08.2023;Morges et env.
Danemark;5;9;01.08.2023;Morges et env.
Egypte;13;18;01.08.2023;Morges et env.
Emirats Arabes Unis;17;39;01.08.2023;Morges et env.
Espagne;65;140;01.08.2023;Morges et env.
Etats-Unis d'Amérique;64;149;01.08.2023;Morges et env.
Finlande;;;01.08.2023;Morges et env.
France;496;1001;01.08.2023;Morges et env.
Grèce;;;01.08.2023;Morges et env.
Hongkong;2;4;01.08.2023;Morges et env.
Hongrie;5;23;01.08.2023;Morges et env.
Inde;6;17;01.08.2023;Morges et env.
Irlande (Eire);8;27;01.08.2023;Morges et env.
Israël;8;50;01.08.2023;Morges et env.
Italie;87;227;01.08.2023;Morges et env.
Japon;5;11;01.08.2023;Morges et env.
Koweït;4;25;01.08.2023;Morges et env.
Liechtenstein;1;3;01.08.2023;Morges et env.
Lituanie;1;1;01.08.2023;Morges et env.
Luxembourg;17;41;01.08.2023;Morges et env.
Malaisie;;;01.08.2023;Morges et env.
Mexique;3;5;01.08.2023;Morges et env.
Norvège;3;3;01.08.2023;Morges et env.
Nouvelle-Zélande, Océanie;4;7;01.08.2023;Morges et env.
Pays-Bas;41;90;01.08.2023;Morges et env.
Pologne;22;63;01.08.2023;Morges et env.
Portugal;22;41;01.08.2023;Morges et env.
République de Corée;3;3;01.08.2023;Morges et env.
République tchèque;6;15;01.08.2023;Morges et env.
Roumanie;11;18;01.08.2023;Morges et env.
Royaume-Uni;99;214;01.08.2023;Morges et env.
Russie;7;30;01.08.2023;Morges et env.
Serbie;;;01.08.2023;Morges et env.
Singapour;4;8;01.08.2023;Morges et env.
Slovaquie;6;20;01.08.2023;Morges et env.
Slovénie;;;01.08.2023;Morges et env.
Suède;7;10;01.08.2023;Morges et env.
Suisse;2653;4826;01.08.2023;Morges et env.
Turquie;3;11;01.08.2023;Morges et env.
Ukraine;8;18;01.08.2023;Morges et env.
Allemagne;13;17;01.08.2023;Moudon et env.
Autriche;5;5;01.08.2023;Moudon et env.
Belgique;1;1;01.08.2023;Moudon et env.
Estonie;;;01.08.2023;Moudon et env.
Etats-Unis d'Amérique;1;1;01.08.2023;Moudon et env.
France;38;59;01.08.2023;Moudon et env.
Grèce;2;2;01.08.2023;Moudon et env.
Israël;2;2;01.08.2023;Moudon et env.
Italie;4;4;01.08.2023;Moudon et env.
Pays-Bas;2;6;01.08.2023;Moudon et env.
République tchèque;4;5;01.08.2023;Moudon et env.
Royaume-Uni;3;3;01.08.2023;Moudon et env.
Suisse;311;935;01.08.2023;Moudon et env.
Ukraine;2;2;01.08.2023;Moudon et env.
Afrique du Sud;12;36;01.08.2023;Nyon-St-Cergue et env.
Allemagne;828;1423;01.08.2023;Nyon-St-Cergue et env.
Arabie Saoudite;96;255;01.08.2023;Nyon-St-Cergue et env.
Argentine;2;26;01.08.2023;Nyon-St-Cergue et env.
Australie;26;127;01.08.2023;Nyon-St-Cergue et env.
Autres Afrique;26;89;01.08.2023;Nyon-St-Cergue et env.
Autres Afrique du Nord;15;62;01.08.2023;Nyon-St-Cergue et env.
Autres Amérique centrale, Caraïbes;7;50;01.08.2023;Nyon-St-Cergue et env.
Autres Amérique du Sud;18;45;01.08.2023;Nyon-St-Cergue et env.
Autres Asie de l'Est;38;100;01.08.2023;Nyon-St-Cergue et env.
Autres Asie de l'Ouest;8;16;01.08.2023;Nyon-St-Cergue et env.
Autres Europe;127;278;01.08.2023;Nyon-St-Cergue et env.
Autriche;84;127;01.08.2023;Nyon-St-Cergue et env.
Bahreïn;1;2;01.08.2023;Nyon-St-Cergue et env.
Belgique;137;289;01.08.2023;Nyon-St-Cergue et env.
Biélorussie;4;6;01.08.2023;Nyon-St-Cergue et env.
Brésil;15;83;01.08.2023;Nyon-St-Cergue et env.
Bulgarie;6;7;01.08.2023;Nyon-St-Cergue et env.
Canada;53;109;01.08.2023;Nyon-St-Cergue et env.
Chili;1;1;01.08.2023;Nyon-St-Cergue et env.
Chine (sans Hongkong);438;521;01.08.2023;Nyon-St-Cergue et env.
Chine (Taiwan);2;2;01.08.2023;Nyon-St-Cergue et env.
Chypre;5;13;01.08.2023;Nyon-St-Cergue et env.
Croatie;6;19;01.08.2023;Nyon-St-Cergue et env.
Danemark;29;78;01.08.2023;Nyon-St-Cergue et env.
Egypte;1;4;01.08.2023;Nyon-St-Cergue et env.
Emirats Arabes Unis;31;136;01.08.2023;Nyon-St-Cergue et env.
Espagne;178;387;01.08.2023;Nyon-St-Cergue et env.
Estonie;1;1;01.08.2023;Nyon-St-Cergue et env.
Etats-Unis d'Amérique;250;748;01.08.2023;Nyon-St-Cergue et env.
Finlande;7;8;01.08.2023;Nyon-St-Cergue et env.
France;1837;3361;01.08.2023;Nyon-St-Cergue et env.
Grèce;20;44;01.08.2023;Nyon-St-Cergue et env.
Hongrie;15;31;01.08.2023;Nyon-St-Cergue et env.
Inde;516;574;01.08.2023;Nyon-St-Cergue et env.
Indonésie;;;01.08.2023;Nyon-St-Cergue et env.
Iran (Perse);2;2;01.08.2023;Nyon-St-Cergue et env.
Irlande (Eire);67;256;01.08.2023;Nyon-St-Cergue et env.
Islande;2;18;01.08.2023;Nyon-St-Cergue et env.
Israël;13;66;01.08.2023;Nyon-St-Cergue et env.
Italie;240;514;01.08.2023;Nyon-St-Cergue et env.
Japon;12;31;01.08.2023;Nyon-St-Cergue et env.
Koweït;49;351;01.08.2023;Nyon-St-Cergue et env.
Lettonie;11;13;01.08.2023;Nyon-St-Cergue et env.
Liechtenstein;4;4;01.08.2023;Nyon-St-Cergue et env.
Lituanie;11;24;01.08.2023;Nyon-St-Cergue et env.
Luxembourg;31;67;01.08.2023;Nyon-St-Cergue et env.
Malaisie;1;1;01.08.2023;Nyon-St-Cergue et env.
Malte;2;4;01.08.2023;Nyon-St-Cergue et env.
Mexique;4;8;01.08.2023;Nyon-St-Cergue et env.
Norvège;15;34;01.08.2023;Nyon-St-Cergue et env.
Nouvelle-Zélande, Océanie;2;4;01.08.2023;Nyon-St-Cergue et env.
Oman;;;01.08.2023;Nyon-St-Cergue et env.
Pays-Bas;249;546;01.08.2023;Nyon-St-Cergue et env.
Philippines;1;1;01.08.2023;Nyon-St-Cergue et env.
Pologne;42;120;01.08.2023;Nyon-St-Cergue et env.
Portugal;27;43;01.08.2023;Nyon-St-Cergue et env.
Qatar;24;63;01.08.2023;Nyon-St-Cergue et env.
République de Corée;16;29;01.08.2023;Nyon-St-Cergue et env.
République tchèque;53;118;01.08.2023;Nyon-St-Cergue et env.
Roumanie;22;72;01.08.2023;Nyon-St-Cergue et env.
Royaume-Uni;430;1105;01.08.2023;Nyon-St-Cergue et env.
Russie;15;46;01.08.2023;Nyon-St-Cergue et env.
Serbie;4;5;01.08.2023;Nyon-St-Cergue et env.
Singapour;6;17;01.08.2023;Nyon-St-Cergue et env.
Slovaquie;19;70;01.08.2023;Nyon-St-Cergue et env.
Slovénie;6;8;01.08.2023;Nyon-St-Cergue et env.
Suède;29;69;01.08.2023;Nyon-St-Cergue et env.
Suisse;5457;10484;01.08.2023;Nyon-St-Cergue et env.
Thaïlande;6;10;01.08.2023;Nyon-St-Cergue et env.
Turquie;12;14;01.08.2023;Nyon-St-Cergue et env.
Ukraine;19;56;01.08.2023;Nyon-St-Cergue et env.
Allemagne;44;77;01.08.2023;Payerne et env.
Autres Asie de l'Est;2;2;01.08.2023;Payerne et env.
Autres Europe;;;01.08.2023;Payerne et env.
Autriche;5;10;01.08.2023;Payerne et env.
Belgique;3;12;01.08.2023;Payerne et env.
Brésil;2;2;01.08.2023;Payerne et env.
Chine (sans Hongkong);2;2;01.08.2023;Payerne et env.
Croatie;6;12;01.08.2023;Payerne et env.
Danemark;1;1;01.08.2023;Payerne et env.
Espagne;5;12;01.08.2023;Payerne et env.
Etats-Unis d'Amérique;5;8;01.08.2023;Payerne et env.
France;25;43;01.08.2023;Payerne et env.
Hongrie;1;10;01.08.2023;Payerne et env.
Inde;1;5;01.08.2023;Payerne et env.
Italie;3;33;01.08.2023;Payerne et env.
Pays-Bas;2;2;01.08.2023;Payerne et env.
Pologne;3;3;01.08.2023;Payerne et env.
Portugal;7;7;01.08.2023;Payerne et env.
Roumanie;;;01.08.2023;Payerne et env.
Royaume-Uni;2;5;01.08.2023;Payerne et env.
Russie;;;01.08.2023;Payerne et env.
Serbie;;;01.08.2023;Payerne et env.
Slovaquie;;;01.08.2023;Payerne et env.
Suisse;212;453;01.08.2023;Payerne et env.
Allemagne;48;140;01.08.2023;Vallée de Joux
Arabie Saoudite;9;13;01.08.2023;Vallée de Joux
Argentine;1;1;01.08.2023;Vallée de Joux
Australie;5;6;01.08.2023;Vallée de Joux
Autres Afrique;;;01.08.2023;Vallée de Joux
Autres Afrique du Nord;1;1;01.08.2023;Vallée de Joux
Autres Asie de l'Est;1;1;01.08.2023;Vallée de Joux
Autres Europe;;;01.08.2023;Vallée de Joux
Autriche;10;15;01.08.2023;Vallée de Joux
Bahreïn;2;4;01.08.2023;Vallée de Joux
Belgique;9;22;01.08.2023;Vallée de Joux
Brésil;2;3;01.08.2023;Vallée de Joux
Canada;5;12;01.08.2023;Vallée de Joux
Chine (sans Hongkong);9;18;01.08.2023;Vallée de Joux
Chine (Taiwan);2;6;01.08.2023;Vallée de Joux
Croatie;1;1;01.08.2023;Vallée de Joux
Danemark;2;2;01.08.2023;Vallée de Joux
Egypte;1;1;01.08.2023;Vallée de Joux
Emirats Arabes Unis;2;4;01.08.2023;Vallée de Joux
Espagne;8;34;01.08.2023;Vallée de Joux
Estonie;;;01.08.2023;Vallée de Joux
Etats-Unis d'Amérique;21;41;01.08.2023;Vallée de Joux
Finlande;;;01.08.2023;Vallée de Joux
France;205;403;01.08.2023;Vallée de Joux
Grèce;1;1;01.08.2023;Vallée de Joux
Hongkong;2;2;01.08.2023;Vallée de Joux
Inde;3;6;01.08.2023;Vallée de Joux
Irlande (Eire);1;1;01.08.2023;Vallée de Joux
Israël;2;2;01.08.2023;Vallée de Joux
Italie;9;17;01.08.2023;Vallée de Joux
Japon;1;2;01.08.2023;Vallée de Joux
Koweït;0;7;01.08.2023;Vallée de Joux
Lituanie;2;2;01.08.2023;Vallée de Joux
Luxembourg;3;7;01.08.2023;Vallée de Joux
Mexique;3;5;01.08.2023;Vallée de Joux
Norvège;2;2;01.08.2023;Vallée de Joux
Pays-Bas;5;7;01.08.2023;Vallée de Joux
Pologne;;;01.08.2023;Vallée de Joux
Portugal;;;01.08.2023;Vallée de Joux
République de Corée;6;10;01.08.2023;Vallée de Joux
République tchèque;14;31;01.08.2023;Vallée de Joux
